source target "graph distance" "common neighbors" "jaccard coef" "adamic - adar" "pref attachment"
1969 2528 -1 0 0.0 0.0 15
1969 1 -5 0 0.0 0.0 2
1969 4 -385 0 0.0 0.0 0
1969 5 -4 0 0.0 0.0 2
1969 9 -4 0 0.0 0.0 1
1969 2063 -385 0 0.0 0.0 1
1969 20 -6 0 0.0 0.0 1
1969 25 -4 0 0.0 0.0 3
1969 26 -5 0 0.0 0.0 4
1969 2077 -4 0 0.0 0.0 4
1969 2078 -5 0 0.0 0.0 2
1969 446497 -4 0 0.0 0.0 3
1969 33 -5 0 0.0 0.0 2
1969 2084 -4 0 0.0 0.0 4
1969 2086 -5 0 0.0 0.0 2
1969 40 -5 0 0.0 0.0 2
1969 42 -385 0 0.0 0.0 0
1969 46 -4 0 0.0 0.0 11
1969 49 -5 0 0.0 0.0 2
1969 55 -4 0 0.0 0.0 3
1969 58 -6 0 0.0 0.0 1
1969 60 -3 0 0.0 0.0 1
1969 2109 -3 0 0.0 0.0 2
1969 2118 -4 0 0.0 0.0 9
1969 72 -385 0 0.0 0.0 0
1969 77 -4 0 0.0 0.0 3
1969 2128 -3 0 0.0 0.0 12
1969 83 -3 0 0.0 0.0 1
1969 2132 -5 0 0.0 0.0 1
1969 85 -4 0 0.0 0.0 1
1969 2134 -4 0 0.0 0.0 11
1969 2131 -4 0 0.0 0.0 10
1969 91 -3 0 0.0 0.0 5
1969 92 -385 0 0.0 0.0 0
1969 2141 -3 0 0.0 0.0 21
1969 95 -5 0 0.0 0.0 1
1969 96 -4 0 0.0 0.0 1
1969 2148 -5 0 0.0 0.0 2
1969 101 -3 0 0.0 0.0 2
1969 2150 -4 0 0.0 0.0 3
1969 105 -385 0 0.0 0.0 0
1969 106 -3 0 0.0 0.0 4
1969 111 -385 0 0.0 0.0 0
1969 115 -5 0 0.0 0.0 2
1969 116 -3 0 0.0 0.0 11
1969 2165 -4 0 0.0 0.0 1
1969 2168 -3 0 0.0 0.0 2
1969 2169 -5 0 0.0 0.0 1
1969 2170 -4 0 0.0 0.0 1
1969 122 -4 0 0.0 0.0 4
1969 2173 -5 0 0.0 0.0 1
1969 131 -385 0 0.0 0.0 0
1969 2183 -5 0 0.0 0.0 1
1969 137 -4 0 0.0 0.0 4
1969 2185 -5 0 0.0 0.0 1
1969 2188 -4 0 0.0 0.0 1
1969 142 -4 0 0.0 0.0 4
1969 145 -385 0 0.0 0.0 0
1969 149 -5 0 0.0 0.0 3
1969 2199 -4 0 0.0 0.0 5
1969 156 -5 0 0.0 0.0 4
1969 157 -4 0 0.0 0.0 2
1969 428190 -5 0 0.0 0.0 1
1969 160 -4 0 0.0 0.0 1
1969 164 -6 0 0.0 0.0 1
1969 2213 -4 0 0.0 0.0 18
1969 179 -385 0 0.0 0.0 0
1969 184 -3 0 0.0 0.0 24
1969 188 -385 0 0.0 0.0 1
1969 2238 -385 0 0.0 0.0 1
1969 194 -4 0 0.0 0.0 2
1969 198 -385 0 0.0 0.0 0
1969 199 -5 0 0.0 0.0 1
1969 2246 -6 0 0.0 0.0 1
1969 202 -2 1 0.5 0.36926937306885504 2
1969 1384652 -3 0 0.0 0.0 18
1969 204 -4 0 0.0 0.0 4
1969 205 -4 0 0.0 0.0 3
1969 2257 -5 0 0.0 0.0 4
1969 2258 -5 0 0.0 0.0 1
1969 2260 -5 0 0.0 0.0 2
1969 2272 -3 0 0.0 0.0 11
1969 225 -6 0 0.0 0.0 1
1969 2099426 -385 0 0.0 0.0 0
1969 227 -5 0 0.0 0.0 1
1969 234 -5 0 0.0 0.0 4
1969 2284 -6 0 0.0 0.0 1
1969 238 -4 0 0.0 0.0 2
1969 2286 -5 0 0.0 0.0 1
