"graph distance" "common neighbors" "jaccard coef" "adamic - adar" "pref attachment"
-1 0 0.0 0.0 80
-1 1 0.06666666666666667 0.43429448190325176 60
-1 0 0.0 0.0 20
-1 1 0.05555555555555555 0.43429448190325176 90
-1 0 0.0 0.0 30
-1 0 0.0 0.0 60
-1 0 0.0 0.0 30
-1 2 0.1111111111111111 1.013230239864666 100
-1 0 0.0 0.0 100
-1 0 0.0 0.0 20
-2 1 0.07142857142857142 0.48089834696298783 50
-147 0 0.0 0.0 0
-2 1 0.09090909090909091 1.4426950408889634 20
-3 0 0.0 0.0 30
-2 1 0.09090909090909091 0.45511961331341866 20
-2 1 0.05263157894736842 0.45511961331341866 100
-4 0 0.0 0.0 20
-3 0 0.0 0.0 10
-147 0 0.0 0.0 10
-3 0 0.0 0.0 20
-3 0 0.0 0.0 40
-4 0 0.0 0.0 10
-4 0 0.0 0.0 10
-2 5 0.4166666666666667 2.838662295357743 70
-2 1 0.07692307692307693 0.48089834696298783 40
-5 0 0.0 0.0 20
-2 1 0.09090909090909091 0.5581106265512472 20
-2 1 0.08333333333333333 0.5581106265512472 30
-3 0 0.0 0.0 20
-3 0 0.0 0.0 10
-2 1 0.08333333333333333 0.9102392266268373 30
-3 0 0.0 0.0 30
-147 0 0.0 0.0 0
-3 0 0.0 0.0 60
-4 0 0.0 0.0 20
-3 0 0.0 0.0 20
-5 0 0.0 0.0 20
-147 0 0.0 0.0 0
-3 0 0.0 0.0 20
-3 0 0.0 0.0 30
-2 1 0.058823529411764705 0.5581106265512472 80
-3 0 0.0 0.0 20
-2 1 0.09090909090909091 0.43429448190325176 20
-4 0 0.0 0.0 50
-3 0 0.0 0.0 40
-3 0 0.0 0.0 40
-4 0 0.0 0.0 30
-3 0 0.0 0.0 30
-3 0 0.0 0.0 20
-5 0 0.0 0.0 10
-147 0 0.0 0.0 0
-2 1 0.09090909090909091 0.9102392266268373 20
-2 1 0.07692307692307693 0.43429448190325176 40
-4 0 0.0 0.0 10
-4 0 0.0 0.0 30
-3 0 0.0 0.0 40
-3 0 0.0 0.0 70
-4 0 0.0 0.0 20
-2 1 0.047619047619047616 0.48089834696298783 120
-147 0 0.0 0.0 0
-4 0 0.0 0.0 10
-3 0 0.0 0.0 80
-4 0 0.0 0.0 20
-3 0 0.0 0.0 140
-2 1 0.07692307692307693 0.9102392266268373 40
-147 0 0.0 0.0 20
-2 1 0.09090909090909091 0.5581106265512472 20
-2 1 0.05263157894736842 0.43429448190325176 100
-4 0 0.0 0.0 20
-2 1 0.09090909090909091 0.45511961331341866 20
-147 0 0.0 0.0 0
-2 1 0.09090909090909091 0.43429448190325176 20
-2 1 0.07142857142857142 0.5581106265512472 50
-4 0 0.0 0.0 20
-3 0 0.0 0.0 10
-4 0 0.0 0.0 40
-3 0 0.0 0.0 10
-2 1 0.09090909090909091 0.43429448190325176 20
-4 0 0.0 0.0 30
-3 0 0.0 0.0 40
-3 0 0.0 0.0 30
-3 0 0.0 0.0 20
-2 2 0.15384615384615385 0.9151928288662396 50
-2 1 0.05263157894736842 0.5581106265512472 100
-3 0 0.0 0.0 30
-4 0 0.0 0.0 40
-2 1 0.030303030303030304 0.5581106265512472 240
-147 0 0.0 0.0 0
-5 0 0.0 0.0 20
-3 0 0.0 0.0 40
-4 0 0.0 0.0 30
-2 2 0.15384615384615385 0.8894140952166705 50
-3 0 0.0 0.0 30
-3 0 0.0 0.0 80
-2 1 0.1 0.43429448190325176 10
-2 1 0.06666666666666667 0.43429448190325176 60
-3 0 0.0 0.0 10
-3 0 0.0 0.0 30
-3 0 0.0 0.0 60
-2 1 0.06666666666666667 0.43429448190325176 60
-4 0 0.0 0.0 10
-2 1 0.1 0.43429448190325176 10
-4 0 0.0 0.0 20
-2 1 0.09090909090909091 0.45511961331341866 20
-3 0 0.0 0.0 20
-3 0 0.0 0.0 40
-3 0 0.0 0.0 10
-2 1 0.07142857142857142 0.48089834696298783 50
-147 0 0.0 0.0 0
-2 2 0.16666666666666666 1.039008973514235 40
-2 1 0.09090909090909091 1.4426950408889634 20
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-2 1 0.07142857142857142 0.43429448190325176 50
-4 0 0.0 0.0 10
-3 0 0.0 0.0 20
-3 0 0.0 0.0 80
-3 0 0.0 0.0 40
-3 0 0.0 0.0 20
-4 0 0.0 0.0 20
-3 0 0.0 0.0 60
-4 0 0.0 0.0 70
-3 0 0.0 0.0 20
-3 0 0.0 0.0 20
-3 0 0.0 0.0 10
-4 0 0.0 0.0 20
-2 1 0.09090909090909091 0.43429448190325176 20
-3 0 0.0 0.0 20
-147 0 0.0 0.0 10
-4 0 0.0 0.0 10
-4 0 0.0 0.0 10
-3 0 0.0 0.0 10
-2 1 0.09090909090909091 0.43429448190325176 20
-2 1 0.058823529411764705 0.45511961331341866 80
-147 0 0.0 0.0 0
-5 0 0.0 0.0 10
-3 0 0.0 0.0 30
-147 0 0.0 0.0 0
-3 0 0.0 0.0 50
-4 0 0.0 0.0 20
-3 0 0.0 0.0 70
-147 0 0.0 0.0 0
-3 0 0.0 0.0 30
-2 1 0.09090909090909091 0.43429448190325176 20
-3 0 0.0 0.0 70
-4 0 0.0 0.0 40
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-1 0 0.0 0.0 4
-1 0 0.0 0.0 4
-5 0 0.0 0.0 10
-147 0 0.0 0.0 0
-4 0 0.0 0.0 16
-6 0 0.0 0.0 4
-6 0 0.0 0.0 6
-6 0 0.0 0.0 4
-4 0 0.0 0.0 20
-6 0 0.0 0.0 4
-7 0 0.0 0.0 2
-5 0 0.0 0.0 6
-147 0 0.0 0.0 2
-6 0 0.0 0.0 4
-5 0 0.0 0.0 8
-6 0 0.0 0.0 2
