source target "graph distance" "common neighbors" "jaccard coef" "adamic - adar" "pref attachment"
233 227 -1 0 0.0 0.0 2
233 5 -3 0 0.0 0.0 1
233 17 -3 0 0.0 0.0 3
233 25 -4 0 0.0 0.0 6
233 26 -3 0 0.0 0.0 3
233 27 -5 0 0.0 0.0 1
233 30 -4 0 0.0 0.0 5
233 32 -5 0 0.0 0.0 1
233 34 -5 0 0.0 0.0 2
233 35 -3 0 0.0 0.0 4
233 36 -5 0 0.0 0.0 2
233 39 -4 0 0.0 0.0 2
233 40 -3 0 0.0 0.0 6
233 45 -5 0 0.0 0.0 1
233 46 -5 0 0.0 0.0 2
233 48 -5 0 0.0 0.0 1
233 50 -5 0 0.0 0.0 1
233 51 -5 0 0.0 0.0 1
233 55 -100 0 0.0 0.0 0
233 58 -4 0 0.0 0.0 3
233 67 -4 0 0.0 0.0 2
233 71 -4 0 0.0 0.0 3
233 72 -5 0 0.0 0.0 4
233 77 -100 0 0.0 0.0 0
233 79 -6 0 0.0 0.0 3
233 83 -3 0 0.0 0.0 6
233 85 -4 0 0.0 0.0 1
233 86 -100 0 0.0 0.0 0
233 87 -4 0 0.0 0.0 3
233 91 -2 1 0.05 1.4426950408889634 20
233 92 -4 0 0.0 0.0 7
233 101 -4 0 0.0 0.0 1
233 106 -4 0 0.0 0.0 4
233 116 -3 0 0.0 0.0 6
233 117 -4 0 0.0 0.0 14
233 120 -3 0 0.0 0.0 3
233 121 -4 0 0.0 0.0 1
233 122 -5 0 0.0 0.0 2
233 131 -4 0 0.0 0.0 3
233 136 -4 0 0.0 0.0 2
233 137 -5 0 0.0 0.0 3
233 143 -6 0 0.0 0.0 1
233 149 -4 0 0.0 0.0 3
233 153 -5 0 0.0 0.0 1
233 157 -6 0 0.0 0.0 2
233 188 -4 0 0.0 0.0 4
233 192 -4 0 0.0 0.0 4
233 194 -4 0 0.0 0.0 4
233 198 -3 0 0.0 0.0 2
233 199 -3 0 0.0 0.0 4
233 200 -3 0 0.0 0.0 4
233 1384652 -3 0 0.0 0.0 4
233 204 -5 0 0.0 0.0 3
233 206 -3 0 0.0 0.0 3
233 216 -4 0 0.0 0.0 2
233 219 -6 0 0.0 0.0 1
233 224 -6 0 0.0 0.0 1
233 225 -5 0 0.0 0.0 2
233 230 -4 0 0.0 0.0 10
233 328 -5 0 0.0 0.0 4
233 266 -4 0 0.0 0.0 1
233 267 -3 0 0.0 0.0 8
233 2089740 -4 0 0.0 0.0 10
233 269 -5 0 0.0 0.0 3
233 332 -5 0 0.0 0.0 2
233 271 -4 0 0.0 0.0 2
233 275 -4 0 0.0 0.0 2
233 340 -3 0 0.0 0.0 3
233 341 -5 0 0.0 0.0 1
233 342 -7 0 0.0 0.0 1
233 280 -4 0 0.0 0.0 2
233 350 -3 0 0.0 0.0 2
233 287 -4 0 0.0 0.0 1
233 357 -100 0 0.0 0.0 0
233 358 -5 0 0.0 0.0 1
233 296 -5 0 0.0 0.0 1
233 234 -4 0 0.0 0.0 6
233 363 -100 0 0.0 0.0 0
233 364 -100 0 0.0 0.0 0
233 303 -5 0 0.0 0.0 2
233 304 -4 0 0.0 0.0 1
233 305 -5 0 0.0 0.0 1
233 307 -3 0 0.0 0.0 4
233 308 -3 0 0.0 0.0 2
233 245 -100 0 0.0 0.0 0
233 2090742 -5 0 0.0 0.0 1
233 312 -3 0 0.0 0.0 2
233 313 -5 0 0.0 0.0 2
233 316 -4 0 0.0 0.0 1
233 318 -5 0 0.0 0.0 1
245 5 -100 0 0.0 0.0 0
245 17 -100 0 0.0 0.0 0
245 25 -100 0 0.0 0.0 0
245 26 -100 0 0.0 0.0 0
245 27 -100 0 0.0 0.0 0
245 30 -100 0 0.0 0.0 0
245 32 -100 0 0.0 0.0 0
245 34 -100 0 0.0 0.0 0
245 35 -100 0 0.0 0.0 0
245 36 -100 0 0.0 0.0 0
245 39 -100 0 0.0 0.0 0
245 40 -100 0 0.0 0.0 0
245 45 -100 0 0.0 0.0 0
245 46 -100 0 0.0 0.0 0
245 48 -100 0 0.0 0.0 0
245 50 -100 0 0.0 0.0 0
245 51 -100 0 0.0 0.0 0
245 55 -100 0 0.0 0.0 0
245 58 -100 0 0.0 0.0 0
245 67 -100 0 0.0 0.0 0
245 71 -100 0 0.0 0.0 0
245 72 -100 0 0.0 0.0 0
245 77 -100 0 0.0 0.0 0
245 79 -100 0 0.0 0.0 0
245 83 -100 0 0.0 0.0 0
245 85 -100 0 0.0 0.0 0
245 86 -100 0 0.0 0.0 0
245 87 -100 0 0.0 0.0 0
245 91 -100 0 0.0 0.0 0
245 92 -100 0 0.0 0.0 0
245 101 -100 0 0.0 0.0 0
245 106 -100 0 0.0 0.0 0
245 116 -100 0 0.0 0.0 0
245 117 -100 0 0.0 0.0 0
245 120 -100 0 0.0 0.0 0
245 121 -100 0 0.0 0.0 0
245 122 -100 0 0.0 0.0 0
245 131 -100 0 0.0 0.0 0
245 136 -100 0 0.0 0.0 0
245 137 -100 0 0.0 0.0 0
245 143 -100 0 0.0 0.0 0
245 149 -100 0 0.0 0.0 0
245 153 -100 0 0.0 0.0 0
245 157 -100 0 0.0 0.0 0
245 188 -100 0 0.0 0.0 0
245 192 -100 0 0.0 0.0 0
245 194 -100 0 0.0 0.0 0
245 198 -100 0 0.0 0.0 0
245 199 -100 0 0.0 0.0 0
245 200 -100 0 0.0 0.0 0
245 1384652 -100 0 0.0 0.0 0
245 204 -100 0 0.0 0.0 0
245 206 -100 0 0.0 0.0 0
245 216 -100 0 0.0 0.0 0
245 219 -100 0 0.0 0.0 0
245 224 -100 0 0.0 0.0 0
245 225 -100 0 0.0 0.0 0
245 227 -100 0 0.0 0.0 0
245 230 -100 0 0.0 0.0 0
245 234 -100 0 0.0 0.0 0
245 328 -100 0 0.0 0.0 0
245 266 -100 0 0.0 0.0 0
245 267 -100 0 0.0 0.0 0
245 2089740 -100 0 0.0 0.0 0
245 269 -100 0 0.0 0.0 0
245 332 -100 0 0.0 0.0 0
245 271 -100 0 0.0 0.0 0
245 275 -100 0 0.0 0.0 0
245 340 -100 0 0.0 0.0 0
245 341 -100 0 0.0 0.0 0
245 342 -100 0 0.0 0.0 0
245 280 -100 0 0.0 0.0 0
245 350 -100 0 0.0 0.0 0
245 287 -100 0 0.0 0.0 0
245 357 -100 0 0.0 0.0 0
245 358 -100 0 0.0 0.0 0
245 296 -100 0 0.0 0.0 0
245 363 -100 0 0.0 0.0 0
245 364 -100 0 0.0 0.0 0
245 303 -100 0 0.0 0.0 0
245 304 -100 0 0.0 0.0 0
245 305 -100 0 0.0 0.0 0
245 307 -100 0 0.0 0.0 0
245 308 -100 0 0.0 0.0 0
245 2090742 -100 0 0.0 0.0 0
245 312 -100 0 0.0 0.0 0
245 313 -100 0 0.0 0.0 0
245 316 -100 0 0.0 0.0 0
245 318 -100 0 0.0 0.0 0
91 227 -1 0 0.0 0.0 40
91 40 -1 1 0.04 0.9102392266268373 120
91 267 -1 1 0.037037037037037035 0.5581106265512472 160
91 120 -1 0 0.0 0.0 60
91 206 -1 1 0.045454545454545456 0.5581106265512472 60
91 35 -1 1 0.043478260869565216 1.4426950408889634 80
91 200 -1 0 0.0 0.0 80
91 312 -1 1 0.047619047619047616 0.7213475204444817 40
91 83 -1 2 0.08333333333333333 1.391137573589825 120
91 17 -1 0 0.0 0.0 60
91 307 -1 0 0.0 0.0 80
91 26 -1 1 0.045454545454545456 0.5581106265512472 60
91 1384652 -1 0 0.0 0.0 80
91 199 -1 0 0.0 0.0 80
91 308 -1 0 0.0 0.0 40
91 116 -1 0 0.0 0.0 120
91 340 -1 0 0.0 0.0 60
91 350 -1 0 0.0 0.0 40
91 5 -1 0 0.0 0.0 20
91 198 -1 0 0.0 0.0 40
91 25 -2 1 0.04 0.48089834696298783 120
91 27 -3 0 0.0 0.0 20
91 30 -2 3 0.13636363636363635 2.911044894067048 100
91 32 -3 0 0.0 0.0 20
91 34 -3 0 0.0 0.0 40
91 36 -3 0 0.0 0.0 40
91 39 -2 1 0.047619047619047616 0.5581106265512472 40
91 45 -3 0 0.0 0.0 20
91 46 -3 0 0.0 0.0 40
91 48 -3 0 0.0 0.0 20
91 50 -3 0 0.0 0.0 20
91 51 -3 0 0.0 0.0 20
91 55 -100 0 0.0 0.0 0
91 58 -2 1 0.045454545454545456 0.5581106265512472 60
